no,n_estimators,max_depth,eta,subsample,colsample_bytree,MSE,R
12289,200,5,0.2,0.8,0.8,47.97191106,0.56398071
12290,200,5,0.2,0.8,0.9,47.97191106,0.56398071
12291,200,5,0.2,0.9,0,50.12237131,0.479821161
12292,200,5,0.2,0.9,0.1,50.12237131,0.479821161
12293,200,5,0.2,0.9,0.2,50.12237131,0.479821161
12294,200,5,0.2,0.9,0.3,50.12237131,0.479821161
12295,200,5,0.2,0.9,0.4,47.64311958,0.603458395
12296,200,5,0.2,0.9,0.5,47.64311958,0.603458395
12297,200,5,0.2,0.9,0.6,52.31726513,0.4821398
12298,200,5,0.2,0.9,0.7,52.31726513,0.4821398
12299,200,5,0.2,0.9,0.8,52.60235558,0.444123626
12300,200,5,0.2,0.9,0.9,52.60235558,0.444123626
12301,200,5,0.3,0,0,68.77345456,nan
12302,200,5,0.3,0,0.1,68.77345456,nan
12303,200,5,0.3,0,0.2,68.77345456,nan
12304,200,5,0.3,0,0.3,68.77345456,nan
12305,200,5,0.3,0,0.4,68.77345456,nan
12306,200,5,0.3,0,0.5,68.77345456,nan
12307,200,5,0.3,0,0.6,68.77345456,nan
12308,200,5,0.3,0,0.7,68.77345456,nan
12309,200,5,0.3,0,0.8,68.77345456,nan
12310,200,5,0.3,0,0.9,68.77345456,nan
12311,200,5,0.3,0.1,0,87.80440049,0.349404468
12312,200,5,0.3,0.1,0.1,87.80440049,0.349404468
12313,200,5,0.3,0.1,0.2,87.80440049,0.349404468
12314,200,5,0.3,0.1,0.3,87.80440049,0.349404468
12315,200,5,0.3,0.1,0.4,82.48146303,0.244245837
12316,200,5,0.3,0.1,0.5,82.48146303,0.244245837
12317,200,5,0.3,0.1,0.6,73.20699753,0.157952145
12318,200,5,0.3,0.1,0.7,73.20699753,0.157952145
12319,200,5,0.3,0.1,0.8,57.46966533,0.368207579
12320,200,5,0.3,0.1,0.9,57.46966533,0.368207579
12321,200,5,0.3,0.2,0,71.88314625,0.15782813
12322,200,5,0.3,0.2,0.1,71.88314625,0.15782813
12323,200,5,0.3,0.2,0.2,71.88314625,0.15782813
12324,200,5,0.3,0.2,0.3,71.88314625,0.15782813
12325,200,5,0.3,0.2,0.4,77.16456968,0.178035939
12326,200,5,0.3,0.2,0.5,77.16456968,0.178035939
12327,200,5,0.3,0.2,0.6,132.5140966,-0.365278234
12328,200,5,0.3,0.2,0.7,132.5140966,-0.365278234
12329,200,5,0.3,0.2,0.8,152.2857514,-0.37491426
12330,200,5,0.3,0.2,0.9,152.2857514,-0.37491426
12331,200,5,0.3,0.3,0,59.28960435,0.36733823
12332,200,5,0.3,0.3,0.1,59.28960435,0.36733823
12333,200,5,0.3,0.3,0.2,59.28960435,0.36733823
12334,200,5,0.3,0.3,0.3,59.28960435,0.36733823
12335,200,5,0.3,0.3,0.4,74.26217537,0.224584954
12336,200,5,0.3,0.3,0.5,74.26217537,0.224584954
12337,200,5,0.3,0.3,0.6,90.49445069,0.072356186
12338,200,5,0.3,0.3,0.7,90.49445069,0.072356186
12339,200,5,0.3,0.3,0.8,98.15476152,0.000457992
12340,200,5,0.3,0.3,0.9,98.15476152,0.000457992
12341,200,5,0.3,0.4,0,54.62885521,0.360187991
12342,200,5,0.3,0.4,0.1,54.62885521,0.360187991
12343,200,5,0.3,0.4,0.2,54.62885521,0.360187991
12344,200,5,0.3,0.4,0.3,54.62885521,0.360187991
12345,200,5,0.3,0.4,0.4,46.24006073,0.558774482
12346,200,5,0.3,0.4,0.5,46.24006073,0.558774482
12347,200,5,0.3,0.4,0.6,72.95713495,0.196657915
12348,200,5,0.3,0.4,0.7,72.95713495,0.196657915
12349,200,5,0.3,0.4,0.8,90.82849062,-0.105745253
12350,200,5,0.3,0.4,0.9,90.82849062,-0.105745253
12351,200,5,0.3,0.5,0,54.94999893,0.339515219
12352,200,5,0.3,0.5,0.1,54.94999893,0.339515219
12353,200,5,0.3,0.5,0.2,54.94999893,0.339515219
12354,200,5,0.3,0.5,0.3,54.94999893,0.339515219
12355,200,5,0.3,0.5,0.4,47.59962025,0.576802922
12356,200,5,0.3,0.5,0.5,47.59962025,0.576802922
12357,200,5,0.3,0.5,0.6,38.09351841,0.637214734
12358,200,5,0.3,0.5,0.7,38.09351841,0.637214734
12359,200,5,0.3,0.5,0.8,53.99535803,0.39500774
12360,200,5,0.3,0.5,0.9,53.99535803,0.39500774
12361,200,5,0.3,0.6,0,43.49301564,0.63308546
12362,200,5,0.3,0.6,0.1,43.49301564,0.63308546
12363,200,5,0.3,0.6,0.2,43.49301564,0.63308546
12364,200,5,0.3,0.6,0.3,43.49301564,0.63308546
12365,200,5,0.3,0.6,0.4,60.28697435,0.415912464
12366,200,5,0.3,0.6,0.5,60.28697435,0.415912464
12367,200,5,0.3,0.6,0.6,72.50230447,0.193167288
12368,200,5,0.3,0.6,0.7,72.50230447,0.193167288
12369,200,5,0.3,0.6,0.8,38.79338344,0.67624537
12370,200,5,0.3,0.6,0.9,38.79338344,0.67624537
12371,200,5,0.3,0.7,0,51.62665375,0.437496267
12372,200,5,0.3,0.7,0.1,51.62665375,0.437496267
12373,200,5,0.3,0.7,0.2,51.62665375,0.437496267
12374,200,5,0.3,0.7,0.3,51.62665375,0.437496267
12375,200,5,0.3,0.7,0.4,61.54906495,0.322899351
12376,200,5,0.3,0.7,0.5,61.54906495,0.322899351
12377,200,5,0.3,0.7,0.6,59.80783836,0.335439218
12378,200,5,0.3,0.7,0.7,59.80783836,0.335439218
12379,200,5,0.3,0.7,0.8,59.70474083,0.355604765
12380,200,5,0.3,0.7,0.9,59.70474083,0.355604765
12381,200,5,0.3,0.8,0,43.51632079,0.594234537
12382,200,5,0.3,0.8,0.1,43.51632079,0.594234537
12383,200,5,0.3,0.8,0.2,43.51632079,0.594234537
12384,200,5,0.3,0.8,0.3,43.51632079,0.594234537
12385,200,5,0.3,0.8,0.4,64.60467329,0.280894856
12386,200,5,0.3,0.8,0.5,64.60467329,0.280894856
12387,200,5,0.3,0.8,0.6,62.22542427,0.326991686
12388,200,5,0.3,0.8,0.7,62.22542427,0.326991686
12389,200,5,0.3,0.8,0.8,47.34744,0.607446248
12390,200,5,0.3,0.8,0.9,47.34744,0.607446248
12391,200,5,0.3,0.9,0,48.35553725,0.51917085
12392,200,5,0.3,0.9,0.1,48.35553725,0.51917085
12393,200,5,0.3,0.9,0.2,48.35553725,0.51917085
12394,200,5,0.3,0.9,0.3,48.35553725,0.51917085
12395,200,5,0.3,0.9,0.4,42.74056891,0.652892531
12396,200,5,0.3,0.9,0.5,42.74056891,0.652892531
12397,200,5,0.3,0.9,0.6,61.40061193,0.285034342
12398,200,5,0.3,0.9,0.7,61.40061193,0.285034342
12399,200,5,0.3,0.9,0.8,64.11177725,0.235475487
12400,200,5,0.3,0.9,0.9,64.11177725,0.235475487
12401,200,5,0.4,0,0,68.77345456,nan
12402,200,5,0.4,0,0.1,68.77345456,nan
12403,200,5,0.4,0,0.2,68.77345456,nan
12404,200,5,0.4,0,0.3,68.77345456,nan
12405,200,5,0.4,0,0.4,68.77345456,nan
12406,200,5,0.4,0,0.5,68.77345456,nan
12407,200,5,0.4,0,0.6,68.77345456,nan
12408,200,5,0.4,0,0.7,68.77345456,nan
12409,200,5,0.4,0,0.8,68.77345456,nan
12410,200,5,0.4,0,0.9,68.77345456,nan
12411,200,5,0.4,0.1,0,86.86885085,0.464180383
12412,200,5,0.4,0.1,0.1,86.86885085,0.464180383
12413,200,5,0.4,0.1,0.2,86.86885085,0.464180383
12414,200,5,0.4,0.1,0.3,86.86885085,0.464180383
12415,200,5,0.4,0.1,0.4,94.77550201,0.153675691
12416,200,5,0.4,0.1,0.5,94.77550201,0.153675691
12417,200,5,0.4,0.1,0.6,131.6110435,-0.365114823
12418,200,5,0.4,0.1,0.7,131.6110435,-0.365114823
12419,200,5,0.4,0.1,0.8,82.70552934,0.210124975
12420,200,5,0.4,0.1,0.9,82.70552934,0.210124975
12421,200,5,0.4,0.2,0,79.06193845,0.080315767
12422,200,5,0.4,0.2,0.1,79.06193845,0.080315767
12423,200,5,0.4,0.2,0.2,79.06193845,0.080315767
12424,200,5,0.4,0.2,0.3,79.06193845,0.080315767
12425,200,5,0.4,0.2,0.4,156.7275498,-0.158857754
12426,200,5,0.4,0.2,0.5,156.7275498,-0.158857754
12427,200,5,0.4,0.2,0.6,315.1979486,-0.327894717
12428,200,5,0.4,0.2,0.7,315.1979486,-0.327894717
12429,200,5,0.4,0.2,0.8,106.883366,-0.104236572
12430,200,5,0.4,0.2,0.9,106.883366,-0.104236572
12431,200,5,0.4,0.3,0,53.09022471,0.443524031
12432,200,5,0.4,0.3,0.1,53.09022471,0.443524031
12433,200,5,0.4,0.3,0.2,53.09022471,0.443524031
12434,200,5,0.4,0.3,0.3,53.09022471,0.443524031
12435,200,5,0.4,0.3,0.4,72.47853209,0.491061973
12436,200,5,0.4,0.3,0.5,72.47853209,0.491061973
12437,200,5,0.4,0.3,0.6,85.71376391,0.144081097
12438,200,5,0.4,0.3,0.7,85.71376391,0.144081097
12439,200,5,0.4,0.3,0.8,132.8595592,-0.433563453
12440,200,5,0.4,0.3,0.9,132.8595592,-0.433563453
12441,200,5,0.4,0.4,0,59.37510028,0.361776917
12442,200,5,0.4,0.4,0.1,59.37510028,0.361776917
12443,200,5,0.4,0.4,0.2,59.37510028,0.361776917
12444,200,5,0.4,0.4,0.3,59.37510028,0.361776917
12445,200,5,0.4,0.4,0.4,49.14851347,0.586206263
12446,200,5,0.4,0.4,0.5,49.14851347,0.586206263
12447,200,5,0.4,0.4,0.6,84.04497135,0.046486525
12448,200,5,0.4,0.4,0.7,84.04497135,0.046486525
12449,200,5,0.4,0.4,0.8,105.8292297,-0.132488735
12450,200,5,0.4,0.4,0.9,105.8292297,-0.132488735
12451,200,5,0.4,0.5,0,55.7974683,0.335245077
12452,200,5,0.4,0.5,0.1,55.7974683,0.335245077
12453,200,5,0.4,0.5,0.2,55.7974683,0.335245077
12454,200,5,0.4,0.5,0.3,55.7974683,0.335245077
12455,200,5,0.4,0.5,0.4,63.10639301,0.446572107
12456,200,5,0.4,0.5,0.5,63.10639301,0.446572107
12457,200,5,0.4,0.5,0.6,41.32507747,0.648589308
12458,200,5,0.4,0.5,0.7,41.32507747,0.648589308
12459,200,5,0.4,0.5,0.8,46.0408344,0.50283759
12460,200,5,0.4,0.5,0.9,46.0408344,0.50283759
12461,200,5,0.4,0.6,0,48.75577652,0.492374142
12462,200,5,0.4,0.6,0.1,48.75577652,0.492374142
12463,200,5,0.4,0.6,0.2,48.75577652,0.492374142
12464,200,5,0.4,0.6,0.3,48.75577652,0.492374142
12465,200,5,0.4,0.6,0.4,32.64299647,0.711946274
12466,200,5,0.4,0.6,0.5,32.64299647,0.711946274
12467,200,5,0.4,0.6,0.6,76.85990476,0.214925249
12468,200,5,0.4,0.6,0.7,76.85990476,0.214925249
12469,200,5,0.4,0.6,0.8,32.85175867,0.739191938
12470,200,5,0.4,0.6,0.9,32.85175867,0.739191938
12471,200,5,0.4,0.7,0,57.18127894,0.341312927
12472,200,5,0.4,0.7,0.1,57.18127894,0.341312927
12473,200,5,0.4,0.7,0.2,57.18127894,0.341312927
12474,200,5,0.4,0.7,0.3,57.18127894,0.341312927
12475,200,5,0.4,0.7,0.4,47.26024304,0.556991025
12476,200,5,0.4,0.7,0.5,47.26024304,0.556991025
12477,200,5,0.4,0.7,0.6,77.36186836,0.176059808
12478,200,5,0.4,0.7,0.7,77.36186836,0.176059808
12479,200,5,0.4,0.7,0.8,54.64318703,0.462325469
12480,200,5,0.4,0.7,0.9,54.64318703,0.462325469
12481,200,5,0.4,0.8,0,41.75169903,0.619103023
12482,200,5,0.4,0.8,0.1,41.75169903,0.619103023
12483,200,5,0.4,0.8,0.2,41.75169903,0.619103023
12484,200,5,0.4,0.8,0.3,41.75169903,0.619103023
12485,200,5,0.4,0.8,0.4,64.42403296,0.302219105
12486,200,5,0.4,0.8,0.5,64.42403296,0.302219105
12487,200,5,0.4,0.8,0.6,80.2341546,0.102438949
12488,200,5,0.4,0.8,0.7,80.2341546,0.102438949
12489,200,5,0.4,0.8,0.8,53.53198403,0.538473128
12490,200,5,0.4,0.8,0.9,53.53198403,0.538473128
12491,200,5,0.4,0.9,0,45.72777009,0.559271715
12492,200,5,0.4,0.9,0.1,45.72777009,0.559271715
12493,200,5,0.4,0.9,0.2,45.72777009,0.559271715
12494,200,5,0.4,0.9,0.3,45.72777009,0.559271715
12495,200,5,0.4,0.9,0.4,45.35991456,0.748904523
12496,200,5,0.4,0.9,0.5,45.35991456,0.748904523
12497,200,5,0.4,0.9,0.6,58.16382335,0.44362671
12498,200,5,0.4,0.9,0.7,58.16382335,0.44362671
12499,200,5,0.4,0.9,0.8,57.23086572,0.372322644
12500,200,5,0.4,0.9,0.9,57.23086572,0.372322644
12501,200,5,0.5,0,0,68.77345456,nan
12502,200,5,0.5,0,0.1,68.77345456,nan
12503,200,5,0.5,0,0.2,68.77345456,nan
12504,200,5,0.5,0,0.3,68.77345456,nan
12505,200,5,0.5,0,0.4,68.77345456,nan
12506,200,5,0.5,0,0.5,68.77345456,nan
12507,200,5,0.5,0,0.6,68.77345456,nan
12508,200,5,0.5,0,0.7,68.77345456,nan
12509,200,5,0.5,0,0.8,68.77345456,nan
12510,200,5,0.5,0,0.9,68.77345456,nan
12511,200,5,0.5,0.1,0,188.5705317,0.561888204
12512,200,5,0.5,0.1,0.1,188.5705317,0.561888204
12513,200,5,0.5,0.1,0.2,188.5705317,0.561888204
12514,200,5,0.5,0.1,0.3,188.5705317,0.561888204
12515,200,5,0.5,0.1,0.4,166.7843058,-0.426043464
12516,200,5,0.5,0.1,0.5,166.7843058,-0.426043464
12517,200,5,0.5,0.1,0.6,233.9682014,-0.3983818
12518,200,5,0.5,0.1,0.7,233.9682014,-0.3983818
12519,200,5,0.5,0.1,0.8,42.22569319,0.686062238
12520,200,5,0.5,0.1,0.9,42.22569319,0.686062238
12521,200,5,0.5,0.2,0,74.36749263,0.236854343
12522,200,5,0.5,0.2,0.1,74.36749263,0.236854343
12523,200,5,0.5,0.2,0.2,74.36749263,0.236854343
12524,200,5,0.5,0.2,0.3,74.36749263,0.236854343
12525,200,5,0.5,0.2,0.4,124.348036,-0.045175742
12526,200,5,0.5,0.2,0.5,124.348036,-0.045175742
12527,200,5,0.5,0.2,0.6,164.8189766,-0.323168915
12528,200,5,0.5,0.2,0.7,164.8189766,-0.323168915
12529,200,5,0.5,0.2,0.8,121.9687148,-0.138191636
12530,200,5,0.5,0.2,0.9,121.9687148,-0.138191636
12531,200,5,0.5,0.3,0,67.81864218,0.261548385
12532,200,5,0.5,0.3,0.1,67.81864218,0.261548385
12533,200,5,0.5,0.3,0.2,67.81864218,0.261548385
12534,200,5,0.5,0.3,0.3,67.81864218,0.261548385
12535,200,5,0.5,0.3,0.4,97.2661727,0.270899891
12536,200,5,0.5,0.3,0.5,97.2661727,0.270899891
12537,200,5,0.5,0.3,0.6,200.4597046,-0.179304553
12538,200,5,0.5,0.3,0.7,200.4597046,-0.179304553
12539,200,5,0.5,0.3,0.8,182.4250023,-0.361249522
12540,200,5,0.5,0.3,0.9,182.4250023,-0.361249522
12541,200,5,0.5,0.4,0,62.39027106,0.37298235
12542,200,5,0.5,0.4,0.1,62.39027106,0.37298235
12543,200,5,0.5,0.4,0.2,62.39027106,0.37298235
12544,200,5,0.5,0.4,0.3,62.39027106,0.37298235
12545,200,5,0.5,0.4,0.4,61.08663033,0.643967388
12546,200,5,0.5,0.4,0.5,61.08663033,0.643967388
12547,200,5,0.5,0.4,0.6,129.1243406,-0.246570932
12548,200,5,0.5,0.4,0.7,129.1243406,-0.246570932
12549,200,5,0.5,0.4,0.8,123.8881603,-0.190140527
12550,200,5,0.5,0.4,0.9,123.8881603,-0.190140527
12551,200,5,0.5,0.5,0,61.03388536,0.172362165
12552,200,5,0.5,0.5,0.1,61.03388536,0.172362165
12553,200,5,0.5,0.5,0.2,61.03388536,0.172362165
12554,200,5,0.5,0.5,0.3,61.03388536,0.172362165
12555,200,5,0.5,0.5,0.4,51.47877995,0.535558082
12556,200,5,0.5,0.5,0.5,51.47877995,0.535558082
12557,200,5,0.5,0.5,0.6,42.49302671,0.578662399
12558,200,5,0.5,0.5,0.7,42.49302671,0.578662399
12559,200,5,0.5,0.5,0.8,30.08364431,0.761036844
12560,200,5,0.5,0.5,0.9,30.08364431,0.761036844
12561,200,5,0.5,0.6,0,49.90177087,0.460582713
12562,200,5,0.5,0.6,0.1,49.90177087,0.460582713
12563,200,5,0.5,0.6,0.2,49.90177087,0.460582713
12564,200,5,0.5,0.6,0.3,49.90177087,0.460582713
12565,200,5,0.5,0.6,0.4,73.18113506,0.292425853
12566,200,5,0.5,0.6,0.5,73.18113506,0.292425853
12567,200,5,0.5,0.6,0.6,58.34423223,0.412521914
12568,200,5,0.5,0.6,0.7,58.34423223,0.412521914
12569,200,5,0.5,0.6,0.8,47.68608633,0.497829524
12570,200,5,0.5,0.6,0.9,47.68608633,0.497829524
12571,200,5,0.5,0.7,0,57.93071906,0.308397319
12572,200,5,0.5,0.7,0.1,57.93071906,0.308397319
12573,200,5,0.5,0.7,0.2,57.93071906,0.308397319
12574,200,5,0.5,0.7,0.3,57.93071906,0.308397319
12575,200,5,0.5,0.7,0.4,67.26231703,0.292742322
12576,200,5,0.5,0.7,0.5,67.26231703,0.292742322
12577,200,5,0.5,0.7,0.6,82.14653939,0.086658516
12578,200,5,0.5,0.7,0.7,82.14653939,0.086658516
12579,200,5,0.5,0.7,0.8,38.74191523,0.659930821
12580,200,5,0.5,0.7,0.9,38.74191523,0.659930821
12581,200,5,0.5,0.8,0,49.61351878,0.540632842
12582,200,5,0.5,0.8,0.1,49.61351878,0.540632842
12583,200,5,0.5,0.8,0.2,49.61351878,0.540632842
12584,200,5,0.5,0.8,0.3,49.61351878,0.540632842
12585,200,5,0.5,0.8,0.4,78.49148067,0.081064312
12586,200,5,0.5,0.8,0.5,78.49148067,0.081064312
12587,200,5,0.5,0.8,0.6,72.99415794,0.148668205
12588,200,5,0.5,0.8,0.7,72.99415794,0.148668205
12589,200,5,0.5,0.8,0.8,83.70543409,0.07157412
12590,200,5,0.5,0.8,0.9,83.70543409,0.07157412
12591,200,5,0.5,0.9,0,55.97638952,0.383635874
12592,200,5,0.5,0.9,0.1,55.97638952,0.383635874
12593,200,5,0.5,0.9,0.2,55.97638952,0.383635874
12594,200,5,0.5,0.9,0.3,55.97638952,0.383635874
12595,200,5,0.5,0.9,0.4,49.33153954,0.522335801
12596,200,5,0.5,0.9,0.5,49.33153954,0.522335801
12597,200,5,0.5,0.9,0.6,85.78020986,-0.03644153
12598,200,5,0.5,0.9,0.7,85.78020986,-0.03644153
12599,200,5,0.5,0.9,0.8,33.31723641,0.759264828
12600,200,5,0.5,0.9,0.9,33.31723641,0.759264828
12601,200,5,0.6,0,0,68.77345456,nan
12602,200,5,0.6,0,0.1,68.77345456,nan
12603,200,5,0.6,0,0.2,68.77345456,nan
12604,200,5,0.6,0,0.3,68.77345456,nan
12605,200,5,0.6,0,0.4,68.77345456,nan
12606,200,5,0.6,0,0.5,68.77345456,nan
12607,200,5,0.6,0,0.6,68.77345456,nan
12608,200,5,0.6,0,0.7,68.77345456,nan
12609,200,5,0.6,0,0.8,68.77345456,nan
12610,200,5,0.6,0,0.9,68.77345456,nan
12611,200,5,0.6,0.1,0,192.9843532,0.50905191
12612,200,5,0.6,0.1,0.1,192.9843532,0.50905191
12613,200,5,0.6,0.1,0.2,192.9843532,0.50905191
12614,200,5,0.6,0.1,0.3,192.9843532,0.50905191
12615,200,5,0.6,0.1,0.4,201.2524816,-0.327202397
12616,200,5,0.6,0.1,0.5,201.2524816,-0.327202397
12617,200,5,0.6,0.1,0.6,281.6070027,-0.170919522
12618,200,5,0.6,0.1,0.7,281.6070027,-0.170919522
12619,200,5,0.6,0.1,0.8,180.3977965,0.228383551
12620,200,5,0.6,0.1,0.9,180.3977965,0.228383551
12621,200,5,0.6,0.2,0,117.8385606,-0.068546361
12622,200,5,0.6,0.2,0.1,117.8385606,-0.068546361
12623,200,5,0.6,0.2,0.2,117.8385606,-0.068546361
12624,200,5,0.6,0.2,0.3,117.8385606,-0.068546361
12625,200,5,0.6,0.2,0.4,138.2278658,-0.053556341
12626,200,5,0.6,0.2,0.5,138.2278658,-0.053556341
12627,200,5,0.6,0.2,0.6,164.472911,0.153355332
12628,200,5,0.6,0.2,0.7,164.472911,0.153355332
12629,200,5,0.6,0.2,0.8,233.367456,-0.437244997
12630,200,5,0.6,0.2,0.9,233.367456,-0.437244997
12631,200,5,0.6,0.3,0,65.03611542,0.352224995
12632,200,5,0.6,0.3,0.1,65.03611542,0.352224995
12633,200,5,0.6,0.3,0.2,65.03611542,0.352224995
12634,200,5,0.6,0.3,0.3,65.03611542,0.352224995
12635,200,5,0.6,0.3,0.4,107.9006675,0.181653214
12636,200,5,0.6,0.3,0.5,107.9006675,0.181653214
12637,200,5,0.6,0.3,0.6,65.774729,0.434368186
12638,200,5,0.6,0.3,0.7,65.774729,0.434368186
12639,200,5,0.6,0.3,0.8,120.8980612,-0.088683017
12640,200,5,0.6,0.3,0.9,120.8980612,-0.088683017
12641,200,5,0.6,0.4,0,76.50005531,0.236821863
12642,200,5,0.6,0.4,0.1,76.50005531,0.236821863
12643,200,5,0.6,0.4,0.2,76.50005531,0.236821863
12644,200,5,0.6,0.4,0.3,76.50005531,0.236821863
12645,200,5,0.6,0.4,0.4,54.07983476,0.560722825
12646,200,5,0.6,0.4,0.5,54.07983476,0.560722825
12647,200,5,0.6,0.4,0.6,94.09195706,-0.13062406
12648,200,5,0.6,0.4,0.7,94.09195706,-0.13062406
12649,200,5,0.6,0.4,0.8,128.2353733,-0.189707765
12650,200,5,0.6,0.4,0.9,128.2353733,-0.189707765
12651,200,5,0.6,0.5,0,66.17404519,0.165198456
12652,200,5,0.6,0.5,0.1,66.17404519,0.165198456
12653,200,5,0.6,0.5,0.2,66.17404519,0.165198456
12654,200,5,0.6,0.5,0.3,66.17404519,0.165198456
12655,200,5,0.6,0.5,0.4,73.65888683,0.451659636
12656,200,5,0.6,0.5,0.5,73.65888683,0.451659636
12657,200,5,0.6,0.5,0.6,78.31058394,0.202587246
12658,200,5,0.6,0.5,0.7,78.31058394,0.202587246
12659,200,5,0.6,0.5,0.8,44.79248946,0.513312686
12660,200,5,0.6,0.5,0.9,44.79248946,0.513312686
12661,200,5,0.6,0.6,0,50.5770793,0.432349831
12662,200,5,0.6,0.6,0.1,50.5770793,0.432349831
12663,200,5,0.6,0.6,0.2,50.5770793,0.432349831
12664,200,5,0.6,0.6,0.3,50.5770793,0.432349831
12665,200,5,0.6,0.6,0.4,43.046901,0.624102536
12666,200,5,0.6,0.6,0.5,43.046901,0.624102536
12667,200,5,0.6,0.6,0.6,76.68407836,0.174384203
12668,200,5,0.6,0.6,0.7,76.68407836,0.174384203
12669,200,5,0.6,0.6,0.8,97.24524273,-0.077280613
12670,200,5,0.6,0.6,0.9,97.24524273,-0.077280613
12671,200,5,0.6,0.7,0,53.48725063,0.411475632
12672,200,5,0.6,0.7,0.1,53.48725063,0.411475632
12673,200,5,0.6,0.7,0.2,53.48725063,0.411475632
12674,200,5,0.6,0.7,0.3,53.48725063,0.411475632
12675,200,5,0.6,0.7,0.4,95.46266072,-0.047782003
12676,200,5,0.6,0.7,0.5,95.46266072,-0.047782003
12677,200,5,0.6,0.7,0.6,79.0044992,0.135754334
12678,200,5,0.6,0.7,0.7,79.0044992,0.135754334
12679,200,5,0.6,0.7,0.8,43.05765842,0.582558478
12680,200,5,0.6,0.7,0.9,43.05765842,0.582558478
12681,200,5,0.6,0.8,0,52.16214849,0.437436874
12682,200,5,0.6,0.8,0.1,52.16214849,0.437436874
12683,200,5,0.6,0.8,0.2,52.16214849,0.437436874
12684,200,5,0.6,0.8,0.3,52.16214849,0.437436874
12685,200,5,0.6,0.8,0.4,93.90537762,0.068243754
12686,200,5,0.6,0.8,0.5,93.90537762,0.068243754
12687,200,5,0.6,0.8,0.6,83.16868861,0.082677234
12688,200,5,0.6,0.8,0.7,83.16868861,0.082677234
12689,200,5,0.6,0.8,0.8,31.74934766,0.752237765
12690,200,5,0.6,0.8,0.9,31.74934766,0.752237765
12691,200,5,0.6,0.9,0,58.45304799,0.349930312
12692,200,5,0.6,0.9,0.1,58.45304799,0.349930312
12693,200,5,0.6,0.9,0.2,58.45304799,0.349930312
12694,200,5,0.6,0.9,0.3,58.45304799,0.349930312
12695,200,5,0.6,0.9,0.4,66.03356541,0.266121245
12696,200,5,0.6,0.9,0.5,66.03356541,0.266121245
12697,200,5,0.6,0.9,0.6,76.69651436,0.180751163
12698,200,5,0.6,0.9,0.7,76.69651436,0.180751163
12699,200,5,0.6,0.9,0.8,38.12525893,0.737337687
12700,200,5,0.6,0.9,0.9,38.12525893,0.737337687
12701,200,5,0.7,0,0,68.77345456,nan
12702,200,5,0.7,0,0.1,68.77345456,nan
12703,200,5,0.7,0,0.2,68.77345456,nan
12704,200,5,0.7,0,0.3,68.77345456,nan
12705,200,5,0.7,0,0.4,68.77345456,nan
12706,200,5,0.7,0,0.5,68.77345456,nan
12707,200,5,0.7,0,0.6,68.77345456,nan
12708,200,5,0.7,0,0.7,68.77345456,nan
12709,200,5,0.7,0,0.8,68.77345456,nan
12710,200,5,0.7,0,0.9,68.77345456,nan
12711,200,5,0.7,0.1,0,620.0331619,0.397691981
12712,200,5,0.7,0.1,0.1,620.0331619,0.397691981
12713,200,5,0.7,0.1,0.2,620.0331619,0.397691981
12714,200,5,0.7,0.1,0.3,620.0331619,0.397691981
12715,200,5,0.7,0.1,0.4,420.7199019,0.185396563
12716,200,5,0.7,0.1,0.5,420.7199019,0.185396563
12717,200,5,0.7,0.1,0.6,275.2572968,0.363803161
12718,200,5,0.7,0.1,0.7,275.2572968,0.363803161
12719,200,5,0.7,0.1,0.8,461.0936139,-0.159675976
12720,200,5,0.7,0.1,0.9,461.0936139,-0.159675976
12721,200,5,0.7,0.2,0,98.89126565,-0.02388848
12722,200,5,0.7,0.2,0.1,98.89126565,-0.02388848
12723,200,5,0.7,0.2,0.2,98.89126565,-0.02388848
12724,200,5,0.7,0.2,0.3,98.89126565,-0.02388848
12725,200,5,0.7,0.2,0.4,98.62456403,0.327644712
12726,200,5,0.7,0.2,0.5,98.62456403,0.327644712
12727,200,5,0.7,0.2,0.6,338.1494329,-0.174516193
12728,200,5,0.7,0.2,0.7,338.1494329,-0.174516193
12729,200,5,0.7,0.2,0.8,203.0139353,-0.273422156
12730,200,5,0.7,0.2,0.9,203.0139353,-0.273422156
12731,200,5,0.7,0.3,0,81.76209984,0.099285196
12732,200,5,0.7,0.3,0.1,81.76209984,0.099285196
12733,200,5,0.7,0.3,0.2,81.76209984,0.099285196
12734,200,5,0.7,0.3,0.3,81.76209984,0.099285196
12735,200,5,0.7,0.3,0.4,274.8903563,-0.170318223
12736,200,5,0.7,0.3,0.5,274.8903563,-0.170318223
12737,200,5,0.7,0.3,0.6,267.3277906,-0.026719748
12738,200,5,0.7,0.3,0.7,267.3277906,-0.026719748
12739,200,5,0.7,0.3,0.8,143.835822,-0.23776491
12740,200,5,0.7,0.3,0.9,143.835822,-0.23776491
12741,200,5,0.7,0.4,0,94.62041916,0.055246543
12742,200,5,0.7,0.4,0.1,94.62041916,0.055246543
12743,200,5,0.7,0.4,0.2,94.62041916,0.055246543
12744,200,5,0.7,0.4,0.3,94.62041916,0.055246543
12745,200,5,0.7,0.4,0.4,78.61490638,0.478099557
12746,200,5,0.7,0.4,0.5,78.61490638,0.478099557
12747,200,5,0.7,0.4,0.6,147.884376,-0.208944812
