,n_iter,Number of Ants,alpha,beta,Evaporation rate,n_node,MSE,R
18470,200,700,0.5,1,0.9,600,15.49602123,0.952635377
18471,200,700,0.5,1,0.9,700,15.8926325,0.953020026
18472,200,700,0.5,1,0.9,800,16.03798986,0.953067669
18473,200,700,0.5,1,0.9,900,16.44904408,0.953337925
18474,200,700,0.5,1,0.9,1000,16.79337116,0.95302322
18475,200,700,0.5,1,1,500,14.84935423,0.952558042
18476,200,700,0.5,1,1,600,15.08988139,0.952176124
18477,200,700,0.5,1,1,700,15.35565966,0.952589726
18478,200,700,0.5,1,1,800,15.73176641,0.952572577
18479,200,700,0.5,1,1,900,16.01314191,0.953002012
18480,200,700,0.5,1,1,1000,13.55749227,0.955531832
18481,200,700,0.6,0.4,0.1,500,17.92681951,0.959292783
18482,200,700,0.6,0.4,0.1,600,11.72828184,0.955352917
18483,200,700,0.6,0.4,0.1,700,12.13379027,0.95581605
18484,200,700,0.6,0.4,0.1,800,12.44441095,0.955746466
18485,200,700,0.6,0.4,0.1,900,12.55007823,0.956513665
18486,200,700,0.6,0.4,0.1,1000,12.38877596,0.955207499
18487,200,700,0.6,0.4,0.2,500,16.80056496,0.958977615
18488,200,700,0.6,0.4,0.2,600,17.56588052,0.958980714
18489,200,700,0.6,0.4,0.2,700,17.85704212,0.959257752
18490,200,700,0.6,0.4,0.2,800,11.59361176,0.954625168
18491,200,700,0.6,0.4,0.2,900,11.70454195,0.955354809
18492,200,700,0.6,0.4,0.2,1000,11.89026536,0.955413208
18493,200,700,0.6,0.4,0.3,500,16.1361634,0.959017874
18494,200,700,0.6,0.4,0.3,600,16.37568674,0.958866129
18495,200,700,0.6,0.4,0.3,700,17.0858635,0.959308808
18496,200,700,0.6,0.4,0.3,800,17.11531611,0.959263054
18497,200,700,0.6,0.4,0.3,900,18.06483332,0.959295481
18498,200,700,0.6,0.4,0.3,1000,17.33511427,0.959009011
18499,200,700,0.6,0.4,0.4,500,15.48519432,0.958599226
18500,200,700,0.6,0.4,0.4,600,15.49474438,0.95865782
18501,200,700,0.6,0.4,0.4,700,15.20303011,0.958117504
18502,200,700,0.6,0.4,0.4,800,16.19225913,0.959298663
18503,200,700,0.6,0.4,0.4,900,16.58681782,0.958750736
18504,200,700,0.6,0.4,0.4,1000,17.5573355,0.959265472
18505,200,700,0.6,0.4,0.5,500,14.75414363,0.958203682
18506,200,700,0.6,0.4,0.5,600,15.15254622,0.958236307
18507,200,700,0.6,0.4,0.5,700,15.61221133,0.958858282
18508,200,700,0.6,0.4,0.5,800,15.2605036,0.958738875
18509,200,700,0.6,0.4,0.5,900,16.08340463,0.958907578
18510,200,700,0.6,0.4,0.5,1000,16.11549129,0.958751497
18511,200,700,0.6,0.4,0.6,500,14.77861398,0.958333516
18512,200,700,0.6,0.4,0.6,600,14.6604831,0.958629871
18513,200,700,0.6,0.4,0.6,700,14.49149048,0.958248497
18514,200,700,0.6,0.4,0.6,800,14.98446743,0.958615708
18515,200,700,0.6,0.4,0.6,900,15.05370275,0.958414017
18516,200,700,0.6,0.4,0.6,1000,15.86189805,0.958616787
18517,200,700,0.6,0.4,0.7,500,13.95642882,0.958229422
18518,200,700,0.6,0.4,0.7,600,13.40819377,0.957857466
18519,200,700,0.6,0.4,0.7,700,14.14722593,0.95823126
18520,200,700,0.6,0.4,0.7,800,14.73676105,0.958639888
18521,200,700,0.6,0.4,0.7,900,14.552187,0.958545892
18522,200,700,0.6,0.4,0.7,1000,14.44916152,0.95810206
18523,200,700,0.6,0.4,0.8,500,13.16337953,0.95792905
18524,200,700,0.6,0.4,0.8,600,13.21702572,0.957729002
18525,200,700,0.6,0.4,0.8,700,13.64141297,0.958185413
18526,200,700,0.6,0.4,0.8,800,13.4759392,0.958063665
18527,200,700,0.6,0.4,0.8,900,13.72846085,0.95819212
18528,200,700,0.6,0.4,0.8,1000,13.9331512,0.958072523
18529,200,700,0.6,0.4,0.9,500,12.38810121,0.957719458
18530,200,700,0.6,0.4,0.9,600,12.44101888,0.957766598
18531,200,700,0.6,0.4,0.9,700,12.66384637,0.957909315
18532,200,700,0.6,0.4,0.9,800,12.70066212,0.95803592
18533,200,700,0.6,0.4,0.9,900,12.97981788,0.958015717
18534,200,700,0.6,0.4,0.9,1000,12.68411657,0.957820077
18535,200,700,0.6,0.4,1,500,9.574487452,0.948014383
18536,200,700,0.6,0.4,1,600,9.737352475,0.94829668
18537,200,700,0.6,0.4,1,700,9.85625971,0.948752265
18538,200,700,0.6,0.4,1,800,10.12112834,0.949586551
18539,200,700,0.6,0.4,1,900,10.07674635,0.949498528
18540,200,700,0.6,0.4,1,1000,10.19337306,0.949663674
18541,200,700,0.6,0.5,0.1,500,12.67485585,0.956026012
18542,200,700,0.6,0.5,0.1,600,13.2374993,0.956004006
18543,200,700,0.6,0.5,0.1,700,12.53011491,0.955007515
18544,200,700,0.6,0.5,0.1,800,13.9760801,0.956050524
18545,200,700,0.6,0.5,0.1,900,14.23877766,0.95672042
18546,200,700,0.6,0.5,0.1,1000,14.458472,0.955505958
18547,200,700,0.6,0.5,0.2,500,11.5156153,0.954606118
18548,200,700,0.6,0.5,0.2,600,12.22214278,0.955213692
18549,200,700,0.6,0.5,0.2,700,11.91967824,0.955320905
18550,200,700,0.6,0.5,0.2,800,12.69505983,0.955388346
18551,200,700,0.6,0.5,0.2,900,12.69742107,0.955246793
18552,200,700,0.6,0.5,0.2,1000,12.79570864,0.955421514
18553,200,700,0.6,0.5,0.3,500,17.65653049,0.95898542
18554,200,700,0.6,0.5,0.3,600,16.90530483,0.958749341
18555,200,700,0.6,0.5,0.3,700,11.75737437,0.955754806
18556,200,700,0.6,0.5,0.3,800,12.05074336,0.954847706
18557,200,700,0.6,0.5,0.3,900,12.09103114,0.955307154
18558,200,700,0.6,0.5,0.3,1000,12.58065531,0.955253644
18559,200,700,0.6,0.5,0.4,500,17.11527575,0.958743718
18560,200,700,0.6,0.5,0.4,600,17.26042861,0.958792819
18561,200,700,0.6,0.5,0.4,700,17.70905572,0.959556388
18562,200,700,0.6,0.5,0.4,800,18.55730387,0.959310528
18563,200,700,0.6,0.5,0.4,900,18.77033298,0.959376143
18564,200,700,0.6,0.5,0.4,1000,18.42052664,0.95922102
18565,200,700,0.6,0.5,0.5,500,16.57188305,0.959134946
18566,200,700,0.6,0.5,0.5,600,15.92094119,0.958679858
18567,200,700,0.6,0.5,0.5,700,16.78732046,0.959011761
18568,200,700,0.6,0.5,0.5,800,17.36747472,0.959199389
18569,200,700,0.6,0.5,0.5,900,17.26393581,0.959123676
18570,200,700,0.6,0.5,0.5,1000,17.88651953,0.959233454
18571,200,700,0.6,0.5,0.6,500,15.78257361,0.95858572
18572,200,700,0.6,0.5,0.6,600,15.61756417,0.958744485
18573,200,700,0.6,0.5,0.6,700,16.71662986,0.958850824
18574,200,700,0.6,0.5,0.6,800,16.78530636,0.958692571
18575,200,700,0.6,0.5,0.6,900,17.35463126,0.958952144
18576,200,700,0.6,0.5,0.6,1000,16.59789338,0.958703008
18577,200,700,0.6,0.5,0.7,500,15.44110335,0.958682881
18578,200,700,0.6,0.5,0.7,600,15.18828698,0.958595886
18579,200,700,0.6,0.5,0.7,700,15.77381239,0.958578528
18580,200,700,0.6,0.5,0.7,800,15.82927629,0.958684393
18581,200,700,0.6,0.5,0.7,900,16.73542354,0.958908016
18582,200,700,0.6,0.5,0.7,1000,15.68692425,0.958363347
18583,200,700,0.6,0.5,0.8,500,14.80386991,0.958705181
18584,200,700,0.6,0.5,0.8,600,14.82999167,0.958565535
18585,200,700,0.6,0.5,0.8,700,15.00274348,0.958599346
18586,200,700,0.6,0.5,0.8,800,15.20408149,0.958443294
18587,200,700,0.6,0.5,0.8,900,15.69134203,0.958466305
18588,200,700,0.6,0.5,0.8,1000,15.47750434,0.95838277
18589,200,700,0.6,0.5,0.9,500,11.98060446,0.950708087
18590,200,700,0.6,0.5,0.9,600,13.88567145,0.958170295
18591,200,700,0.6,0.5,0.9,700,14.17816839,0.958099764
18592,200,700,0.6,0.5,0.9,800,14.53508057,0.958321239
18593,200,700,0.6,0.5,0.9,900,14.77999635,0.958309041
18594,200,700,0.6,0.5,0.9,1000,12.34487661,0.951436196
18595,200,700,0.6,0.5,1,500,11.04338423,0.949469465
18596,200,700,0.6,0.5,1,600,10.89689399,0.949859367
18597,200,700,0.6,0.5,1,700,11.1175557,0.949954765
18598,200,700,0.6,0.5,1,800,11.45281742,0.950860761
18599,200,700,0.6,0.5,1,900,11.54719372,0.95033913
18600,200,700,0.6,0.5,1,1000,11.68529266,0.950496959
18601,200,700,0.6,0.6,0.1,500,14.22110831,0.956834742
18602,200,700,0.6,0.6,0.1,600,13.93955873,0.956515745
18603,200,700,0.6,0.6,0.1,700,15.58631749,0.956627371
18604,200,700,0.6,0.6,0.1,800,14.30983015,0.956104551
18605,200,700,0.6,0.6,0.1,900,16.09669225,0.95657388
18606,200,700,0.6,0.6,0.1,1000,15.57991087,0.95672082
18607,200,700,0.6,0.6,0.2,500,13.18268011,0.955900055
18608,200,700,0.6,0.6,0.2,600,12.87750785,0.955825222
18609,200,700,0.6,0.6,0.2,700,14.03429739,0.956008484
18610,200,700,0.6,0.6,0.2,800,14.97742268,0.957368254
18611,200,700,0.6,0.6,0.2,900,14.34850397,0.955745518
18612,200,700,0.6,0.6,0.2,1000,14.61054162,0.955953934
18613,200,700,0.6,0.6,0.3,500,12.05709375,0.955556268
18614,200,700,0.6,0.6,0.3,600,12.33532858,0.955362273
18615,200,700,0.6,0.6,0.3,700,12.99819781,0.955889601
18616,200,700,0.6,0.6,0.3,800,12.72654174,0.955642292
18617,200,700,0.6,0.6,0.3,900,12.7638289,0.955075758
18618,200,700,0.6,0.6,0.3,1000,13.56166266,0.956149025
18619,200,700,0.6,0.6,0.4,500,19.07075751,0.959398663
18620,200,700,0.6,0.6,0.4,600,19.15548959,0.959402246
18621,200,700,0.6,0.6,0.4,700,11.78353166,0.955640102
18622,200,700,0.6,0.6,0.4,800,12.35490773,0.955582379
18623,200,700,0.6,0.6,0.4,900,12.38543796,0.955787176
18624,200,700,0.6,0.6,0.4,1000,12.68530379,0.956107968
18625,200,700,0.6,0.6,0.5,500,17.72530633,0.95928703
18626,200,700,0.6,0.6,0.5,600,18.76895714,0.959259755
18627,200,700,0.6,0.6,0.5,700,18.78868029,0.959589782
18628,200,700,0.6,0.6,0.5,800,18.9119642,0.959598053
18629,200,700,0.6,0.6,0.5,900,19.1684784,0.959090741
18630,200,700,0.6,0.6,0.5,1000,11.30474124,0.955021696
18631,200,700,0.6,0.6,0.6,500,17.46171738,0.959211091
18632,200,700,0.6,0.6,0.6,600,17.83400032,0.959211733
18633,200,700,0.6,0.6,0.6,700,18.35931923,0.959222409
18634,200,700,0.6,0.6,0.6,800,18.51918973,0.959611558
18635,200,700,0.6,0.6,0.6,900,18.89897518,0.95918465
18636,200,700,0.6,0.6,0.6,1000,19.0481231,0.959217739
18637,200,700,0.6,0.6,0.7,500,16.48265229,0.958910465
18638,200,700,0.6,0.6,0.7,600,17.47122279,0.958751295
18639,200,700,0.6,0.6,0.7,700,17.36586551,0.958965437
18640,200,700,0.6,0.6,0.7,800,17.63518773,0.959035096
18641,200,700,0.6,0.6,0.7,900,17.44605362,0.959012471
18642,200,700,0.6,0.6,0.7,1000,18.2494856,0.959067962
18643,200,700,0.6,0.6,0.8,500,15.92990209,0.958845544
18644,200,700,0.6,0.6,0.8,600,16.32995662,0.958657549
18645,200,700,0.6,0.6,0.8,700,17.24161403,0.95894035
18646,200,700,0.6,0.6,0.8,800,17.249355,0.959041739
18647,200,700,0.6,0.6,0.8,900,16.9994039,0.95896999
18648,200,700,0.6,0.6,0.8,1000,17.50787534,0.958922472
18649,200,700,0.6,0.6,0.9,500,15.3410096,0.958787651
18650,200,700,0.6,0.6,0.9,600,15.9886632,0.958706781
18651,200,700,0.6,0.6,0.9,700,15.98514891,0.958583424
18652,200,700,0.6,0.6,0.9,800,16.90900862,0.959074134
18653,200,700,0.6,0.6,0.9,900,16.13393547,0.958532058
18654,200,700,0.6,0.6,0.9,1000,16.79300991,0.958882594
18655,200,700,0.6,0.6,1,500,12.40693113,0.951316063
18656,200,700,0.6,0.6,1,600,12.43633959,0.950941796
18657,200,700,0.6,0.6,1,700,12.59718337,0.950311166
18658,200,700,0.6,0.6,1,800,13.05188796,0.952316233
18659,200,700,0.6,0.6,1,900,13.03967473,0.951595175
18660,200,700,0.6,0.6,1,1000,13.17772104,0.952470203
18661,200,700,0.6,0.7,0.1,500,15.11098316,0.956363187
18662,200,700,0.6,0.7,0.1,600,16.47208568,0.956808155
18663,200,700,0.6,0.7,0.1,700,16.6572086,0.956542862
18664,200,700,0.6,0.7,0.1,800,17.98676157,0.957375685
18665,200,700,0.6,0.7,0.1,900,17.07637117,0.956198155
18666,200,700,0.6,0.7,0.1,1000,17.61088566,0.957596424
18667,200,700,0.6,0.7,0.2,500,12.80675243,0.954588232
18668,200,700,0.6,0.7,0.2,600,14.9483057,0.956600651
18669,200,700,0.6,0.7,0.2,700,14.59181442,0.955853239
18670,200,700,0.6,0.7,0.2,800,15.97873096,0.956589476
18671,200,700,0.6,0.7,0.2,900,15.41976238,0.956253444
18672,200,700,0.6,0.7,0.2,1000,16.46904651,0.957384023
18673,200,700,0.6,0.7,0.3,500,12.96839753,0.955494755
18674,200,700,0.6,0.7,0.3,600,13.47888082,0.956067864
18675,200,700,0.6,0.7,0.3,700,13.77638095,0.956301059
18676,200,700,0.6,0.7,0.3,800,14.0684873,0.9559934
18677,200,700,0.6,0.7,0.3,900,14.51042575,0.956640427
18678,200,700,0.6,0.7,0.3,1000,14.16206528,0.956267198
18679,200,700,0.6,0.7,0.4,500,19.68733852,0.959347297
18680,200,700,0.6,0.7,0.4,600,12.98455368,0.95578674
18681,200,700,0.6,0.7,0.4,700,12.78029217,0.955771163
18682,200,700,0.6,0.7,0.4,800,13.51291517,0.956154075
18683,200,700,0.6,0.7,0.4,900,13.65259211,0.955742381
18684,200,700,0.6,0.7,0.4,1000,13.1693123,0.956162262
18685,200,700,0.6,0.7,0.5,500,18.77059475,0.959020199
18686,200,700,0.6,0.7,0.5,600,20.12785885,0.959475911
18687,200,700,0.6,0.7,0.5,700,11.68083097,0.954074704
18688,200,700,0.6,0.7,0.5,800,12.63769748,0.955550345
18689,200,700,0.6,0.7,0.5,900,12.30064422,0.954890621
18690,200,700,0.6,0.7,0.5,1000,12.45573792,0.955469071
18691,200,700,0.6,0.7,0.6,500,19.23554686,0.95941388
18692,200,700,0.6,0.7,0.6,600,18.8433168,0.959244093
18693,200,700,0.6,0.7,0.6,700,19.12616233,0.959232899
18694,200,700,0.6,0.7,0.6,800,20.06268638,0.959446127
18695,200,700,0.6,0.7,0.6,900,18.75970481,0.959157882
18696,200,700,0.6,0.7,0.6,1000,20.26187041,0.959508592
18697,200,700,0.6,0.7,0.7,500,18.30882213,0.95896091
18698,200,700,0.6,0.7,0.7,600,18.85061497,0.959147211
18699,200,700,0.6,0.7,0.7,700,18.27141343,0.958931871
18700,200,700,0.6,0.7,0.7,800,19.48950322,0.959563278
18701,200,700,0.6,0.7,0.7,900,19.11938266,0.95940047
18702,200,700,0.6,0.7,0.7,1000,19.28323439,0.959278078
18703,200,700,0.6,0.7,0.8,500,18.15752159,0.958940262
18704,200,700,0.6,0.7,0.8,600,18.4658998,0.959003135
18705,200,700,0.6,0.7,0.8,700,17.86075077,0.958893718
18706,200,700,0.6,0.7,0.8,800,18.79983227,0.959331368
18707,200,700,0.6,0.7,0.8,900,18.42847095,0.959305803
18708,200,700,0.6,0.7,0.8,1000,18.75098192,0.959106362
18709,200,700,0.6,0.7,0.9,500,17.15769388,0.958718552
18710,200,700,0.6,0.7,0.9,600,17.73759515,0.958833965
18711,200,700,0.6,0.7,0.9,700,17.44349735,0.958758632
18712,200,700,0.6,0.7,0.9,800,18.22104958,0.959252791
18713,200,700,0.6,0.7,0.9,900,17.60022005,0.959044371
18714,200,700,0.6,0.7,0.9,1000,17.70922733,0.958974234
18715,200,700,0.6,0.7,1,500,13.73641977,0.951198935
18716,200,700,0.6,0.7,1,600,14.3179315,0.952181594
18717,200,700,0.6,0.7,1,700,14.68097511,0.95205323
18718,200,700,0.6,0.7,1,800,15.11244883,0.952936495
18719,200,700,0.6,0.7,1,900,12.32091479,0.95482946
18720,200,700,0.6,0.7,1,1000,11.99221252,0.954890704
18721,200,700,0.6,0.8,0.1,500,16.59914545,0.956732626
18722,200,700,0.6,0.8,0.1,600,17.74363498,0.957145363
18723,200,700,0.6,0.8,0.1,700,17.85127784,0.95662295
18724,200,700,0.6,0.8,0.1,800,18.67378451,0.956897431
18725,200,700,0.6,0.8,0.1,900,19.86383211,0.957518786
18726,200,700,0.6,0.8,0.1,1000,21.16117335,0.958484694
18727,200,700,0.6,0.8,0.2,500,14.83915322,0.956362204
18728,200,700,0.6,0.8,0.2,600,15.70676366,0.956016321
18729,200,700,0.6,0.8,0.2,700,15.92222904,0.956094074
18730,200,700,0.6,0.8,0.2,800,17.32353865,0.957049037
18731,200,700,0.6,0.8,0.2,900,18.19716548,0.957252522
18732,200,700,0.6,0.8,0.2,1000,18.08178704,0.957437018
18733,200,700,0.6,0.8,0.3,500,14.2468321,0.955845136
18734,200,700,0.6,0.8,0.3,600,14.7665765,0.956017329
18735,200,700,0.6,0.8,0.3,700,15.20466868,0.956060658
18736,200,700,0.6,0.8,0.3,800,15.9668569,0.955694204
18737,200,700,0.6,0.8,0.3,900,16.32574208,0.956945841
18738,200,700,0.6,0.8,0.3,1000,16.65028556,0.957279338
18739,200,700,0.6,0.8,0.4,500,13.28571198,0.955095318
18740,200,700,0.6,0.8,0.4,600,13.82948111,0.955323598
18741,200,700,0.6,0.8,0.4,700,14.12330406,0.955600204
18742,200,700,0.6,0.8,0.4,800,14.43787739,0.955900792
18743,200,700,0.6,0.8,0.4,900,15.63093783,0.956822188
18744,200,700,0.6,0.8,0.4,1000,15.61890974,0.956706095
18745,200,700,0.6,0.8,0.5,500,20.82346713,0.959584101
18746,200,700,0.6,0.8,0.5,600,13.22659384,0.955189201
18747,200,700,0.6,0.8,0.5,700,13.42616818,0.955592239
18748,200,700,0.6,0.8,0.5,800,13.77797713,0.95618387
18749,200,700,0.6,0.8,0.5,900,14.45575363,0.9566204
18750,200,700,0.6,0.8,0.5,1000,14.8554967,0.956083129
18751,200,700,0.6,0.8,0.6,500,20.17891638,0.959521587
18752,200,700,0.6,0.8,0.6,600,20.13554275,0.959330783
18753,200,700,0.6,0.8,0.6,700,21.46581878,0.959737207
18754,200,700,0.6,0.8,0.6,800,12.42631966,0.954701441
18755,200,700,0.6,0.8,0.6,900,13.36046116,0.955607067
18756,200,700,0.6,0.8,0.6,1000,13.14852631,0.955289148
18757,200,700,0.6,0.8,0.7,500,19.68733852,0.959347297
18758,200,700,0.6,0.8,0.7,600,19.86055658,0.959291257
18759,200,700,0.6,0.8,0.7,700,20.84065868,0.959731603
18760,200,700,0.6,0.8,0.7,800,20.56744636,0.95925768
18761,200,700,0.6,0.8,0.7,900,21.0138759,0.959781341
18762,200,700,0.6,0.8,0.7,1000,21.22453407,0.959730655
18763,200,700,0.6,0.8,0.8,500,19.36380976,0.959305955
18764,200,700,0.6,0.8,0.8,600,19.1916217,0.959239892
18765,200,700,0.6,0.8,0.8,700,19.70815488,0.959297973
18766,200,700,0.6,0.8,0.8,800,19.88425536,0.95912225
18767,200,700,0.6,0.8,0.8,900,20.64579283,0.959424632
18768,200,700,0.6,0.8,0.8,1000,20.05233481,0.959428067
18769,200,700,0.6,0.8,0.9,500,18.92438202,0.959152955
18770,200,700,0.6,0.8,0.9,600,18.82101134,0.959215625
18771,200,700,0.6,0.8,0.9,700,19.27453545,0.959173754
18772,200,700,0.6,0.8,0.9,800,19.58024434,0.959013134
18773,200,700,0.6,0.8,0.9,900,19.93809015,0.959414539
18774,200,700,0.6,0.8,0.9,1000,19.85372898,0.959329664
18775,200,700,0.6,0.8,1,500,12.59599738,0.955011512
18776,200,700,0.6,0.8,1,600,16.02407699,0.952879177
18777,200,700,0.6,0.8,1,700,13.1559805,0.955307666
18778,200,700,0.6,0.8,1,800,13.26841765,0.955096444
18779,200,700,0.6,0.8,1,900,14.03421185,0.955651146
18780,200,700,0.6,0.8,1,1000,14.34072391,0.955722125
18781,200,700,0.6,0.9,0.1,500,16.72898621,0.956913782
18782,200,700,0.6,0.9,0.1,600,18.3358501,0.95729518
18783,200,700,0.6,0.9,0.1,700,20.48560979,0.958278303
18784,200,700,0.6,0.9,0.1,800,20.75309778,0.957910445
18785,200,700,0.6,0.9,0.1,900,20.89716815,0.958360814
18786,200,700,0.6,0.9,0.1,1000,21.39896744,0.958056821
18787,200,700,0.6,0.9,0.2,500,16.61599138,0.957074396
18788,200,700,0.6,0.9,0.2,600,17.15814437,0.957110437
18789,200,700,0.6,0.9,0.2,700,18.17489804,0.957517986
18790,200,700,0.6,0.9,0.2,800,19.1336122,0.957853557
18791,200,700,0.6,0.9,0.2,900,19.53692329,0.958110951
18792,200,700,0.6,0.9,0.2,1000,19.7103066,0.95813657
18793,200,700,0.6,0.9,0.3,500,14.93159574,0.956375793
18794,200,700,0.6,0.9,0.3,600,15.90784215,0.956524768
18795,200,700,0.6,0.9,0.3,700,16.84342115,0.957442689
18796,200,700,0.6,0.9,0.3,800,17.76022366,0.957382523
18797,200,700,0.6,0.9,0.3,900,18.2089905,0.957481188
18798,200,700,0.6,0.9,0.3,1000,18.34957991,0.957368704
18799,200,700,0.6,0.9,0.4,500,14.35903782,0.955454149
18800,200,700,0.6,0.9,0.4,600,14.36567576,0.955679254
18801,200,700,0.6,0.9,0.4,700,15.97359645,0.957064916
18802,200,700,0.6,0.9,0.4,800,16.54887904,0.957031869
18803,200,700,0.6,0.9,0.4,900,16.53564122,0.95697384
18804,200,700,0.6,0.9,0.4,1000,16.87958851,0.957303532
18805,200,700,0.6,0.9,0.5,500,12.95179333,0.954646531
18806,200,700,0.6,0.9,0.5,600,13.81169439,0.956079956
18807,200,700,0.6,0.9,0.5,700,14.26230615,0.955949246
18808,200,700,0.6,0.9,0.5,800,15.20818776,0.956322907
18809,200,700,0.6,0.9,0.5,900,15.20008842,0.956341498
18810,200,700,0.6,0.9,0.5,1000,15.02872277,0.956176618
18811,200,700,0.6,0.9,0.6,500,21.13845894,0.959325159
18812,200,700,0.6,0.9,0.6,600,12.94172364,0.955438489
18813,200,700,0.6,0.9,0.6,700,13.57124385,0.955495656
18814,200,700,0.6,0.9,0.6,800,13.79601716,0.955648552
18815,200,700,0.6,0.9,0.6,900,14.09626454,0.955628068
18816,200,700,0.6,0.9,0.6,1000,14.3254385,0.955916573
18817,200,700,0.6,0.9,0.7,500,21.13845894,0.959325159
18818,200,700,0.6,0.9,0.7,600,21.37930374,0.959665519
18819,200,700,0.6,0.9,0.7,700,21.34328476,0.959643418
18820,200,700,0.6,0.9,0.7,800,21.95069662,0.959836371
18821,200,700,0.6,0.9,0.7,900,13.61188018,0.955778159
18822,200,700,0.6,0.9,0.7,1000,13.12260126,0.955459713
18823,200,700,0.6,0.9,0.8,500,20.62687486,0.959146502
18824,200,700,0.6,0.9,0.8,600,21.08889166,0.959626209
18825,200,700,0.6,0.9,0.8,700,21.28921541,0.959606921
18826,200,700,0.6,0.9,0.8,800,21.42341278,0.959708093
18827,200,700,0.6,0.9,0.8,900,21.56621063,0.959491146
18828,200,700,0.6,0.9,0.8,1000,21.75621179,0.959744936
18829,200,700,0.6,0.9,0.9,500,19.98783662,0.959090006
18830,200,700,0.6,0.9,0.9,600,20.26745218,0.959448045
18831,200,700,0.6,0.9,0.9,700,20.96562431,0.959675953
18832,200,700,0.6,0.9,0.9,800,20.97020583,0.959498252
18833,200,700,0.6,0.9,0.9,900,21.09711195,0.959506313
18834,200,700,0.6,0.9,0.9,1000,21.3346333,0.959696536
18835,200,700,0.6,0.9,1,500,13.68752385,0.95532617
18836,200,700,0.6,0.9,1,600,14.19651592,0.955834849
18837,200,700,0.6,0.9,1,700,14.6179438,0.955753943
18838,200,700,0.6,0.9,1,800,14.99133257,0.955941473
18839,200,700,0.6,0.9,1,900,15.14744674,0.95628135
18840,200,700,0.6,0.9,1,1000,14.92634249,0.956014932
18841,200,700,0.6,1,0.1,500,19.34124556,0.957952969
18842,200,700,0.6,1,0.1,600,20.26224209,0.958151703
18843,200,700,0.6,1,0.1,700,21.44040561,0.958557327
18844,200,700,0.6,1,0.1,800,23.15738966,0.958990337
18845,200,700,0.6,1,0.1,900,23.49407287,0.959349525
18846,200,700,0.6,1,0.1,1000,24.27971933,0.959450486
18847,200,700,0.6,1,0.2,500,17.69458049,0.957098319
18848,200,700,0.6,1,0.2,600,18.94104628,0.957944242
18849,200,700,0.6,1,0.2,700,20.16276206,0.957941004
18850,200,700,0.6,1,0.2,800,21.2960646,0.958597916
18851,200,700,0.6,1,0.2,900,21.73091648,0.958507676
18852,200,700,0.6,1,0.2,1000,22.56314151,0.958449126
18853,200,700,0.6,1,0.3,500,16.43491595,0.956423149
18854,200,700,0.6,1,0.3,600,18.3293521,0.957672714
18855,200,700,0.6,1,0.3,700,17.94594208,0.957171413
18856,200,700,0.6,1,0.3,800,19.43611336,0.95810897
18857,200,700,0.6,1,0.3,900,21.56948131,0.962972153
18858,200,700,0.6,1,0.3,1000,21.07579851,0.958570984
18859,200,700,0.6,1,0.4,500,15.7908281,0.95658153
18860,200,700,0.6,1,0.4,600,16.4582194,0.956447131
18861,200,700,0.6,1,0.4,700,17.12708653,0.957342512
18862,200,700,0.6,1,0.4,800,18.09127821,0.958104236
18863,200,700,0.6,1,0.4,900,17.76151112,0.956859439
18864,200,700,0.6,1,0.4,1000,18.87109185,0.957537623
18865,200,700,0.6,1,0.5,500,14.3202097,0.955597917
18866,200,700,0.6,1,0.5,600,15.360354,0.95614579
18867,200,700,0.6,1,0.5,700,16.2691627,0.956876924
18868,200,700,0.6,1,0.5,800,16.60977076,0.956840958
18869,200,700,0.6,1,0.5,900,16.46815035,0.956652623
18870,200,700,0.6,1,0.5,1000,16.96624209,0.95676307
18871,200,700,0.6,1,0.6,500,13.6723249,0.955589594
18872,200,700,0.6,1,0.6,600,14.48031366,0.955354938
18873,200,700,0.6,1,0.6,700,14.57043353,0.955935479
18874,200,700,0.6,1,0.6,800,15.07835657,0.956401912
18875,200,700,0.6,1,0.6,900,15.37963578,0.956255305
18876,200,700,0.6,1,0.6,1000,16.19704888,0.956351628
18877,200,700,0.6,1,0.7,500,22.15076836,0.959773503
18878,200,700,0.6,1,0.7,600,13.72921448,0.954966661
18879,200,700,0.6,1,0.7,700,13.54968155,0.955255672
18880,200,700,0.6,1,0.7,800,13.80481609,0.95492109
18881,200,700,0.6,1,0.7,900,14.48835571,0.955387231
18882,200,700,0.6,1,0.7,1000,14.81344709,0.955628643
18883,200,700,0.6,1,0.8,500,21.79197228,0.959723675
18884,200,700,0.6,1,0.8,600,22.38615972,0.959957987
18885,200,700,0.6,1,0.8,700,22.07370367,0.959806016
18886,200,700,0.6,1,0.8,800,22.78302251,0.959876787
18887,200,700,0.6,1,0.8,900,23.10296791,0.960024705
18888,200,700,0.6,1,0.8,1000,13.6948363,0.954700941
18889,200,700,0.6,1,0.9,500,18.47477368,0.954341512
18890,200,700,0.6,1,0.9,600,18.58916867,0.954315518
18891,200,700,0.6,1,0.9,700,22.19907185,0.959782293
18892,200,700,0.6,1,0.9,800,22.57526614,0.959926995
18893,200,700,0.6,1,0.9,900,22.69814389,0.959788985
18894,200,700,0.6,1,0.9,1000,22.59353863,0.959953759
18895,200,700,0.6,1,1,500,18.0235594,0.954311956
18896,200,700,0.6,1,1,600,18.58916867,0.954315518
