1,2,3,4,5,6,7,8,9,10,11,12,13,14
540,27,1000,0,1e-06,5,0.005,5e-05,5e-07,0.8,0.1,0.1,375.71,-0.40441
541,27,1000,0,1e-06,6,0.005,5e-05,5e-07,0.5,0.25,0.25,158.5,0.024569
542,27,1000,0,1e-06,6,0.005,5e-05,5e-07,0.6,0.2,0.2,198.51,0.0047628
543,27,1000,0,1e-06,6,0.005,5e-05,5e-07,0.7,0.15,0.15,79.573,0.35911
544,27,1000,0,1e-06,6,0.005,5e-05,5e-07,0.8,0.1,0.1,47.78,0.61567
545,27,1000,0,1e-06,7,0.005,5e-05,5e-07,0.5,0.25,0.25,123.6,0.20148
546,27,1000,0,1e-06,7,0.005,5e-05,5e-07,0.6,0.2,0.2,113.41,-0.16502
547,27,1000,0,1e-06,7,0.005,5e-05,5e-07,0.7,0.15,0.15,241.27,-0.077932
548,27,1000,0,1e-06,7,0.005,5e-05,5e-07,0.8,0.1,0.1,159.97,-0.37543
549,27,1000,0,1e-06,8,0.005,5e-05,5e-07,0.5,0.25,0.25,60.464,0.46789
550,27,1000,0,1e-06,8,0.005,5e-05,5e-07,0.6,0.2,0.2,131.23,0.29024
551,27,1000,0,1e-06,8,0.005,5e-05,5e-07,0.7,0.15,0.15,50.096,0.44604
552,27,1000,0,1e-06,8,0.005,5e-05,5e-07,0.8,0.1,0.1,79.293,0.48797
553,27,1000,0,1e-06,9,0.005,5e-05,5e-07,0.5,0.25,0.25,159.22,-0.27425
554,27,1000,0,1e-06,9,0.005,5e-05,5e-07,0.6,0.2,0.2,535.34,-0.051355
555,27,1000,0,1e-06,9,0.005,5e-05,5e-07,0.7,0.15,0.15,118.58,0.21527
556,27,1000,0,1e-06,9,0.005,5e-05,5e-07,0.8,0.1,0.1,101.1,-0.06406
557,27,1000,0,1e-06,10,0.005,5e-05,5e-07,0.5,0.25,0.25,300.33,-0.53292
558,27,1000,0,1e-06,10,0.005,5e-05,5e-07,0.6,0.2,0.2,86.668,0.45958
559,27,1000,0,1e-06,10,0.005,5e-05,5e-07,0.7,0.15,0.15,107.46,0.0029457
560,27,1000,0,1e-06,10,0.005,5e-05,5e-07,0.8,0.1,0.1,359.81,-0.37034
561,28,1000,0,1e-06,4,0.005,5e-05,5e-07,0.5,0.25,0.25,90.277,0.26433
562,28,1000,0,1e-06,4,0.005,5e-05,5e-07,0.6,0.2,0.2,131.87,0.166
563,28,1000,0,1e-06,4,0.005,5e-05,5e-07,0.7,0.15,0.15,110.74,0.037145
564,28,1000,0,1e-06,4,0.005,5e-05,5e-07,0.8,0.1,0.1,285.39,-0.35053
565,28,1000,0,1e-06,5,0.005,5e-05,5e-07,0.5,0.25,0.25,120.2,0.1977
566,28,1000,0,1e-06,5,0.005,5e-05,5e-07,0.6,0.2,0.2,81.761,0.48757
567,28,1000,0,1e-06,5,0.005,5e-05,5e-07,0.7,0.15,0.15,77.516,0.19202
568,28,1000,0,1e-06,5,0.005,5e-05,5e-07,0.8,0.1,0.1,64.885,0.46129
569,28,1000,0,1e-06,6,0.005,5e-05,5e-07,0.5,0.25,0.25,822.33,-0.18566
570,28,1000,0,1e-06,6,0.005,5e-05,5e-07,0.6,0.2,0.2,112.96,0.6055
571,28,1000,0,1e-06,6,0.005,5e-05,5e-07,0.7,0.15,0.15,229.89,0.12222
572,28,1000,0,1e-06,6,0.005,5e-05,5e-07,0.8,0.1,0.1,59.54,0.36921
573,28,1000,0,1e-06,7,0.005,5e-05,5e-07,0.5,0.25,0.25,156,-0.085321
574,28,1000,0,1e-06,7,0.005,5e-05,5e-07,0.6,0.2,0.2,99.922,0.31242
575,28,1000,0,1e-06,7,0.005,5e-05,5e-07,0.7,0.15,0.15,979.61,-0.44454
576,28,1000,0,1e-06,7,0.005,5e-05,5e-07,0.8,0.1,0.1,90.962,0.059206
577,28,1000,0,1e-06,8,0.005,5e-05,5e-07,0.5,0.25,0.25,107.91,0.0030277
578,28,1000,0,1e-06,8,0.005,5e-05,5e-07,0.6,0.2,0.2,79.888,0.046634
579,28,1000,0,1e-06,8,0.005,5e-05,5e-07,0.7,0.15,0.15,109.04,0.12984
580,28,1000,0,1e-06,8,0.005,5e-05,5e-07,0.8,0.1,0.1,171.85,0.021859
581,28,1000,0,1e-06,9,0.005,5e-05,5e-07,0.5,0.25,0.25,59,0.30422
582,28,1000,0,1e-06,9,0.005,5e-05,5e-07,0.6,0.2,0.2,296.56,-0.49814
583,28,1000,0,1e-06,9,0.005,5e-05,5e-07,0.7,0.15,0.15,154.75,0.29081
584,28,1000,0,1e-06,9,0.005,5e-05,5e-07,0.8,0.1,0.1,82.868,0.30226
585,28,1000,0,1e-06,10,0.005,5e-05,5e-07,0.5,0.25,0.25,81.939,0.35744
586,28,1000,0,1e-06,10,0.005,5e-05,5e-07,0.6,0.2,0.2,180.58,-0.23548
587,28,1000,0,1e-06,10,0.005,5e-05,5e-07,0.7,0.15,0.15,166.93,-0.17577
588,28,1000,0,1e-06,10,0.005,5e-05,5e-07,0.8,0.1,0.1,65.898,0.27047
589,29,1000,0,1e-06,4,0.005,5e-05,5e-07,0.5,0.25,0.25,181.83,-0.022357
590,29,1000,0,1e-06,4,0.005,5e-05,5e-07,0.6,0.2,0.2,181.55,0.20729
591,29,1000,0,1e-06,4,0.005,5e-05,5e-07,0.7,0.15,0.15,36.43,0.64229
592,29,1000,0,1e-06,4,0.005,5e-05,5e-07,0.8,0.1,0.1,77.202,0.36079
593,29,1000,0,1e-06,5,0.005,5e-05,5e-07,0.5,0.25,0.25,187.89,-0.35233
594,29,1000,0,1e-06,5,0.005,5e-05,5e-07,0.6,0.2,0.2,64.528,0.5546
595,29,1000,0,1e-06,5,0.005,5e-05,5e-07,0.7,0.15,0.15,587.77,-0.15817
596,29,1000,0,1e-06,5,0.005,5e-05,5e-07,0.8,0.1,0.1,618.6,-0.27149
597,29,1000,0,1e-06,6,0.005,5e-05,5e-07,0.5,0.25,0.25,75.003,0.21598
598,29,1000,0,1e-06,6,0.005,5e-05,5e-07,0.6,0.2,0.2,61.829,0.4125
599,29,1000,0,1e-06,6,0.005,5e-05,5e-07,0.7,0.15,0.15,61.782,0.39465
600,29,1000,0,1e-06,6,0.005,5e-05,5e-07,0.8,0.1,0.1,557.21,-0.16713
601,29,1000,0,1e-06,7,0.005,5e-05,5e-07,0.5,0.25,0.25,154.28,0.094641
602,29,1000,0,1e-06,7,0.005,5e-05,5e-07,0.6,0.2,0.2,25.225,0.81053
603,29,1000,0,1e-06,7,0.005,5e-05,5e-07,0.7,0.15,0.15,60.207,0.57658
604,29,1000,0,1e-06,7,0.005,5e-05,5e-07,0.8,0.1,0.1,34.56,0.66226
605,29,1000,0,1e-06,8,0.005,5e-05,5e-07,0.5,0.25,0.25,145.43,0.29472
606,29,1000,0,1e-06,8,0.005,5e-05,5e-07,0.6,0.2,0.2,127.09,-0.354
607,29,1000,0,1e-06,8,0.005,5e-05,5e-07,0.7,0.15,0.15,71.151,0.37382
608,29,1000,0,1e-06,8,0.005,5e-05,5e-07,0.8,0.1,0.1,25.327,0.81184
609,29,1000,0,1e-06,9,0.005,5e-05,5e-07,0.5,0.25,0.25,102.53,0.43738
610,29,1000,0,1e-06,9,0.005,5e-05,5e-07,0.6,0.2,0.2,222.57,-0.50128
611,29,1000,0,1e-06,9,0.005,5e-05,5e-07,0.7,0.15,0.15,181.73,-0.28495
612,29,1000,0,1e-06,9,0.005,5e-05,5e-07,0.8,0.1,0.1,104.29,0.14531
613,29,1000,0,1e-06,10,0.005,5e-05,5e-07,0.5,0.25,0.25,777.48,-0.1918
614,29,1000,0,1e-06,10,0.005,5e-05,5e-07,0.6,0.2,0.2,104.59,0.35718
615,29,1000,0,1e-06,10,0.005,5e-05,5e-07,0.7,0.15,0.15,118.44,-0.011397
616,29,1000,0,1e-06,10,0.005,5e-05,5e-07,0.8,0.1,0.1,135.43,0.18686
617,30,1000,0,1e-06,4,0.005,5e-05,5e-07,0.5,0.25,0.25,133.76,0.21444
618,30,1000,0,1e-06,4,0.005,5e-05,5e-07,0.6,0.2,0.2,99.419,0.14668
619,30,1000,0,1e-06,4,0.005,5e-05,5e-07,0.7,0.15,0.15,142.2,-0.18042
620,30,1000,0,1e-06,4,0.005,5e-05,5e-07,0.8,0.1,0.1,85.539,0.42249
621,30,1000,0,1e-06,5,0.005,5e-05,5e-07,0.5,0.25,0.25,310.48,-0.21788
622,30,1000,0,1e-06,5,0.005,5e-05,5e-07,0.6,0.2,0.2,127.8,0.30574
623,30,1000,0,1e-06,5,0.005,5e-05,5e-07,0.7,0.15,0.15,61.67,0.41343
624,30,1000,0,1e-06,5,0.005,5e-05,5e-07,0.8,0.1,0.1,180.3,-0.40758
625,30,1000,0,1e-06,6,0.005,5e-05,5e-07,0.5,0.25,0.25,58.228,0.48381
626,30,1000,0,1e-06,6,0.005,5e-05,5e-07,0.6,0.2,0.2,794.99,0.011803
627,30,1000,0,1e-06,6,0.005,5e-05,5e-07,0.7,0.15,0.15,450.89,0.0076881
628,30,1000,0,1e-06,6,0.005,5e-05,5e-07,0.8,0.1,0.1,256.11,-0.036425
629,30,1000,0,1e-06,7,0.005,5e-05,5e-07,0.5,0.25,0.25,84.899,0.036113
630,30,1000,0,1e-06,7,0.005,5e-05,5e-07,0.6,0.2,0.2,147.66,-0.026741
631,30,1000,0,1e-06,7,0.005,5e-05,5e-07,0.7,0.15,0.15,131.22,-0.0010572
632,30,1000,0,1e-06,7,0.005,5e-05,5e-07,0.8,0.1,0.1,111.45,0.16584
633,30,1000,0,1e-06,8,0.005,5e-05,5e-07,0.5,0.25,0.25,722.12,-0.49242
634,30,1000,0,1e-06,8,0.005,5e-05,5e-07,0.6,0.2,0.2,139.77,0.21467
635,30,1000,0,1e-06,8,0.005,5e-05,5e-07,0.7,0.15,0.15,104.53,0.26962
636,30,1000,0,1e-06,8,0.005,5e-05,5e-07,0.8,0.1,0.1,165.18,-0.12188
637,30,1000,0,1e-06,9,0.005,5e-05,5e-07,0.5,0.25,0.25,239.85,-0.019688
638,30,1000,0,1e-06,9,0.005,5e-05,5e-07,0.6,0.2,0.2,103.77,0.30848
639,30,1000,0,1e-06,9,0.005,5e-05,5e-07,0.7,0.15,0.15,54.006,0.43492
640,30,1000,0,1e-06,9,0.005,5e-05,5e-07,0.8,0.1,0.1,135.57,0.27362
641,30,1000,0,1e-06,10,0.005,5e-05,5e-07,0.5,0.25,0.25,71.208,0.30026
642,30,1000,0,1e-06,10,0.005,5e-05,5e-07,0.6,0.2,0.2,312.73,-0.15127
643,30,1000,0,1e-06,10,0.005,5e-05,5e-07,0.7,0.15,0.15,258.84,-0.28328
644,30,1000,0,1e-06,10,0.005,5e-05,5e-07,0.8,0.1,0.1,50.673,0.53059
