1,neurons,spread,MSE,R
1398,55,48,1.48E+07,0.11718
1399,55,49,1.53E+07,0.11355
1400,55,50,1.59E+07,0.11007
1401,57,1,66.762,0.28648
1402,57,2,59.399,0.36767
1403,57,3,91.905,-0.26458
1404,57,4,7879.2,0.75555
1405,57,5,13523,0.79672
1406,57,6,25169,0.80347
1407,57,7,47025,0.79996
1408,57,8,85561,0.7946
1409,57,9,1.49E+05,0.78593
1410,57,10,2.47E+05,0.76833
1411,57,11,3.94E+05,0.73834
1412,57,12,6.17E+05,0.69785
1413,57,13,9.68E+05,0.65244
1414,57,14,1.54E+06,0.60759
1415,57,15,2.28E+06,0.56605
1416,57,16,3.54E+06,0.52957
1417,57,17,5.50E+06,0.49778
1418,57,18,8.46E+06,0.47
1419,57,19,1.27E+07,0.44548
1420,57,20,1.82E+07,0.42354
1421,57,21,2.48E+07,0.40361
1422,57,22,3.23E+07,0.38527
1423,57,23,4.02E+07,0.36819
1424,57,24,4.83E+07,0.35213
1425,57,25,28558,-0.51405
1426,57,26,38875,-0.47883
1427,57,27,54256,-0.44254
1428,57,28,77339,-0.40604
1429,57,29,1.12E+05,-0.37031
1430,57,30,1.62E+05,-0.33629
1431,57,31,2.33E+05,-0.30458
1432,57,32,3.31E+05,-0.2754
1433,57,33,4.63E+05,-0.24872
1434,57,34,6.37E+05,-0.22435
1435,57,35,8.63E+05,-0.20208
1436,57,36,1.23E+07,0.19153
1437,57,37,1.20E+07,0.18215
1438,57,38,1.19E+07,0.17347
1439,57,39,1.19E+07,0.16545
1440,57,40,1.20E+07,0.15808
1441,57,41,1.21E+07,0.15132
1442,57,42,1.24E+07,0.14513
1443,57,43,1.27E+07,0.13946
1444,57,44,1.30E+07,0.13427
1445,57,45,1.34E+07,0.1295
1446,57,46,1.38E+07,0.1251
1447,57,47,1.43E+07,0.12101
1448,57,48,1.48E+07,0.11718
1449,57,49,1.53E+07,0.11355
1450,57,50,1.59E+07,0.11007
1451,59,1,66.762,0.28648
1452,59,2,59.399,0.36767
1453,59,3,91.905,-0.26458
1454,59,4,7879.2,0.75555
1455,59,5,13523,0.79672
1456,59,6,25169,0.80347
1457,59,7,47025,0.79996
1458,59,8,85561,0.7946
1459,59,9,1.49E+05,0.78593
1460,59,10,2.47E+05,0.76833
1461,59,11,3.94E+05,0.73834
1462,59,12,6.17E+05,0.69785
1463,59,13,9.68E+05,0.65244
1464,59,14,1.54E+06,0.60759
1465,59,15,2.28E+06,0.56605
1466,59,16,3.54E+06,0.52957
1467,59,17,5.50E+06,0.49778
1468,59,18,8.46E+06,0.47
1469,59,19,1.27E+07,0.44548
1470,59,20,1.82E+07,0.42354
1471,59,21,2.48E+07,0.40361
1472,59,22,3.23E+07,0.38527
1473,59,23,4.02E+07,0.36819
1474,59,24,4.83E+07,0.35213
1475,59,25,28558,-0.51405
1476,59,26,38875,-0.47883
1477,59,27,54256,-0.44254
1478,59,28,77339,-0.40604
1479,59,29,1.12E+05,-0.37031
1480,59,30,1.62E+05,-0.33629
1481,59,31,2.33E+05,-0.30458
1482,59,32,3.31E+05,-0.2754
1483,59,33,4.63E+05,-0.24872
1484,59,34,6.37E+05,-0.22435
1485,59,35,8.63E+05,-0.20208
1486,59,36,1.23E+07,0.19153
1487,59,37,1.20E+07,0.18215
1488,59,38,1.19E+07,0.17347
1489,59,39,1.19E+07,0.16545
1490,59,40,1.20E+07,0.15808
1491,59,41,1.21E+07,0.15132
1492,59,42,1.24E+07,0.14513
1493,59,43,1.27E+07,0.13946
1494,59,44,1.30E+07,0.13427
1495,59,45,1.34E+07,0.1295
1496,59,46,1.38E+07,0.1251
1497,59,47,1.43E+07,0.12101
1498,59,48,1.48E+07,0.11718
1499,59,49,1.53E+07,0.11355
1500,59,50,1.59E+07,0.11007
1501,61,1,66.762,0.28648
1502,61,2,59.399,0.36767
1503,61,3,91.905,-0.26458
1504,61,4,7879.2,0.75555
1505,61,5,13523,0.79672
1506,61,6,25169,0.80347
1507,61,7,47025,0.79996
1508,61,8,85561,0.7946
1509,61,9,1.49E+05,0.78593
1510,61,10,2.47E+05,0.76833
1511,61,11,3.94E+05,0.73834
1512,61,12,6.17E+05,0.69785
1513,61,13,9.68E+05,0.65244
1514,61,14,1.54E+06,0.60759
1515,61,15,2.28E+06,0.56605
1516,61,16,3.54E+06,0.52957
1517,61,17,5.50E+06,0.49778
1518,61,18,8.46E+06,0.47
1519,61,19,1.27E+07,0.44548
1520,61,20,1.82E+07,0.42354
1521,61,21,2.48E+07,0.40361
1522,61,22,3.23E+07,0.38527
1523,61,23,4.02E+07,0.36819
1524,61,24,4.83E+07,0.35213
1525,61,25,28558,-0.51405
1526,61,26,38875,-0.47883
1527,61,27,54256,-0.44254
1528,61,28,77339,-0.40604
1529,61,29,1.12E+05,-0.37031
1530,61,30,1.62E+05,-0.33629
1531,61,31,2.33E+05,-0.30458
1532,61,32,3.31E+05,-0.2754
1533,61,33,4.63E+05,-0.24872
1534,61,34,6.37E+05,-0.22435
1535,61,35,8.63E+05,-0.20208
1536,61,36,1.23E+07,0.19153
